incidentId,machineId,machineType,incidentType,incidentDate,severity
699,101,Perfuratriz,Falha no compressor de ar,2024-12-08,Alta
700,022,Escavadeira Hidráulica,Falha no sistema de rotação,2023-03-15,Alta
701,144,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-05-28,Crítica
702,085,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2019-03-02,Baixa
703,135,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-10-02,Média
704,109,Escavadeira Hidráulica,Falha no sistema de rotação,2024-06-06,Alta
705,005,Escavadeira Hidráulica,Falha no sistema de rotação,2023-02-11,Alta
706,080,Perfuratriz,Falha no compressor de ar,2024-12-21,Alta
707,055,Escavadeira Hidráulica,Falha no sistema de rotação,2016-09-13,Alta
708,125,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-06-12,Baixa
709,058,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2023-06-20,Baixa
710,040,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2016-06-23,Baixa
711,076,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-02-21,Média
712,130,Perfuratriz,Desgaste da broca,2024-05-12,Baixa
713,087,Caminhão Fora de Estrada,Falha no sistema de transmissão,2023-07-12,Alta
714,097,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-06-09,Alta
715,042,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-12-01,Alta
716,043,Caminhão Fora de Estrada,Quebra do eixo traseiro,2017-04-05,Crítica
717,012,Carregadeira,Danos na caçamba de carga,2021-07-31,Crítica
718,094,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-01-30,Baixa
719,114,Caminhão Fora de Estrada,Vazamento de óleo do motor,2017-03-24,Média
720,115,Caminhão Fora de Estrada,Falha no sistema de transmissão,2023-01-04,Alta
721,137,Britador Primário,Desgaste das mandíbulas,2022-02-16,Baixa
722,080,Perfuratriz,Quebra do motor de perfuração,2017-04-23,Crítica
723,050,Escavadeira Hidráulica,Falha no sistema de rotação,2024-10-30,Alta
724,147,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-07-19,Crítica
725,119,Escavadeira Hidráulica,Falha no sistema de rotação,2022-02-08,Alta
726,098,Caminhão Fora de Estrada,Quebra do eixo traseiro,2020-08-08,Crítica
727,042,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-03-03,Alta
728,036,Escavadeira Hidráulica,Falha no sistema de rotação,2019-08-22,Alta
729,014,Caminhão Fora de Estrada,Quebra do eixo traseiro,2023-05-13,Crítica
730,096,Carregadeira,Desgaste dos pneus,2024-09-23,Baixa
731,133,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2024-11-18,Baixa
732,073,Carregadeira,Desgaste dos pneus,2022-03-13,Baixa
733,042,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-12-13,Média
734,116,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-05-27,Alta
735,112,Carregadeira,Desgaste dos pneus,2021-09-03,Baixa
736,057,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2022-08-19,Crítica
737,090,Perfuratriz,Desgaste da broca,2023-10-07,Baixa
738,107,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2024-09-26,Baixa
739,102,Perfuratriz,Vazamento de combustível,2022-07-27,Média
740,061,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-08-27,Crítica
741,021,Escavadeira Hidráulica,Falha no sistema de rotação,2022-09-16,Alta
742,058,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2021-09-26,Média
743,082,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2024-11-13,Baixa
744,086,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-11-21,Alta
745,036,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2016-12-15,Média
746,074,Perfuratriz,Quebra do motor de perfuração,2022-02-01,Crítica
747,036,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2018-05-11,Crítica
748,115,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2021-09-24,Baixa
749,021,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2022-12-25,Média
750,066,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2019-11-24,Baixa
751,039,Britador Primário,Rompimento de correias,2022-03-08,Crítica
752,029,Carregadeira,Superaquecimento do motor,2022-05-13,Alta
753,061,Escavadeira Hidráulica,Falha no sistema de rotação,2023-05-25,Alta
754,032,Britador Primário,Bloqueio por material,2024-02-11,Média
755,062,Perfuratriz,Quebra do motor de perfuração,2024-09-13,Crítica
756,118,Perfuratriz,Desgaste da broca,2024-07-29,Baixa
757,029,Carregadeira,Danos na caçamba de carga,2023-10-02,Crítica
758,138,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2024-03-04,Baixa
759,132,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2019-10-16,Baixa
760,037,Escavadeira Hidráulica,Falha no sistema de rotação,2024-04-23,Alta
761,110,Perfuratriz,Desgaste da broca,2022-05-14,Baixa
762,091,Perfuratriz,Falha no compressor de ar,2023-08-14,Alta
763,147,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2023-12-03,Crítica
764,048,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2022-09-02,Baixa
765,135,Escavadeira Hidráulica,Falha no sistema de rotação,2023-09-27,Alta
766,018,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2024-11-23,Baixa
767,100,Carregadeira,Danos na caçamba de carga,2023-09-13,Crítica
768,012,Carregadeira,Danos na caçamba de carga,2020-02-26,Crítica
769,096,Carregadeira,Superaquecimento do motor,2024-08-13,Alta
770,005,Escavadeira Hidráulica,Falha no sistema de rotação,2021-12-04,Alta
771,018,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-10-11,Média
772,062,Perfuratriz,Desgaste da broca,2021-03-02,Baixa
773,149,Escavadeira Hidráulica,Falha no sistema de rotação,2023-03-24,Alta
774,035,Carregadeira,Desgaste dos pneus,2023-05-02,Baixa
775,091,Perfuratriz,Vazamento de combustível,2024-06-13,Média
776,045,Caminhão Fora de Estrada,Quebra do eixo traseiro,2022-02-08,Crítica
777,123,Carregadeira,Falha no sistema hidráulico,2024-05-01,Média
778,035,Carregadeira,Desgaste dos pneus,2023-07-28,Baixa
779,118,Perfuratriz,Desgaste da broca,2024-09-25,Baixa
780,076,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-12-19,Baixa
781,012,Carregadeira,Falha no sistema hidráulico,2021-10-03,Média
782,011,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-05-16,Média
783,080,Perfuratriz,Quebra do motor de perfuração,2020-01-31,Crítica
784,140,Britador Primário,Rompimento de correias,2024-05-31,Crítica
785,065,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2019-04-07,Média
786,049,Escavadeira Hidráulica,Falha no sistema de rotação,2024-12-07,Alta
787,092,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2018-02-06,Média
788,085,Escavadeira Hidráulica,Falha no sistema de rotação,2022-04-02,Alta
789,032,Britador Primário,Falha no motor elétrico,2022-04-05,Alta
790,112,Carregadeira,Danos na caçamba de carga,2022-05-12,Crítica
791,113,Perfuratriz,Quebra do motor de perfuração,2023-06-07,Crítica
792,087,Caminhão Fora de Estrada,Falha no sistema de transmissão,2023-01-31,Alta
793,128,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2022-10-31,Crítica
794,095,Caminhão Fora de Estrada,Vazamento de óleo do motor,2019-11-16,Média
795,022,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2021-07-15,Crítica
796,021,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-12-11,Crítica
797,047,Escavadeira Hidráulica,Falha no sistema de rotação,2022-07-02,Alta
798,083,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2022-02-28,Média
799,021,Escavadeira Hidráulica,Falha no sistema de rotação,2024-01-12,Alta
800,076,Escavadeira Hidráulica,Falha no sistema de rotação,2023-11-11,Alta
801,115,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-08-05,Crítica
802,043,Caminhão Fora de Estrada,Quebra do eixo traseiro,2020-09-29,Crítica
803,090,Perfuratriz,Quebra do motor de perfuração,2022-06-09,Crítica
804,011,Caminhão Fora de Estrada,Vazamento de óleo do motor,2023-02-03,Média
805,112,Carregadeira,Superaquecimento do motor,2020-09-17,Alta
806,015,Carregadeira,Desgaste dos pneus,2022-10-05,Baixa
807,104,Escavadeira Hidráulica,Falha no sistema de rotação,2019-02-02,Alta
808,132,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-06-24,Baixa
809,008,Carregadeira,Falha no sistema hidráulico,2024-12-05,Média
810,113,Perfuratriz,Desgaste da broca,2024-01-12,Baixa
811,033,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2019-01-28,Média
812,061,Escavadeira Hidráulica,Falha no sistema de rotação,2023-12-04,Alta
813,093,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2019-12-29,Crítica
814,146,Carregadeira,Desgaste dos pneus,2021-02-25,Baixa
815,040,Caminhão Fora de Estrada,Quebra do eixo traseiro,2022-08-25,Crítica
816,095,Caminhão Fora de Estrada,Vazamento de óleo do motor,2022-04-14,Média
817,114,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2024-10-22,Baixa
818,147,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-11-27,Baixa
819,136,Caminhão Fora de Estrada,Vazamento de óleo do motor,2022-08-03,Média
820,102,Perfuratriz,Vazamento de combustível,2022-06-22,Média
821,072,Carregadeira,Falha no sistema hidráulico,2022-12-30,Média
822,030,Perfuratriz,Desgaste da broca,2018-11-10,Baixa
823,048,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-10-05,Crítica
824,133,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-10-21,Crítica
825,144,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2024-09-28,Baixa
826,068,Escavadeira Hidráulica,Falha no sistema de rotação,2024-07-22,Alta
827,115,Caminhão Fora de Estrada,Falha no sistema de transmissão,2023-05-29,Alta
828,074,Perfuratriz,Quebra do motor de perfuração,2019-11-21,Crítica
829,052,Britador Primário,Bloqueio por material,2017-12-04,Média
830,035,Carregadeira,Desgaste dos pneus,2021-09-30,Baixa
831,116,Caminhão Fora de Estrada,Falha no sistema de transmissão,2022-06-30,Alta
832,114,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2022-04-24,Baixa
833,082,Caminhão Fora de Estrada,Vazamento de óleo do motor,2023-05-13,Média
834,017,Caminhão Fora de Estrada,Vazamento de óleo do motor,2021-12-17,Média
835,077,Caminhão Fora de Estrada,Falha no sistema de transmissão,2020-10-16,Alta
836,045,Caminhão Fora de Estrada,Vazamento de óleo do motor,2018-12-13,Média
837,131,Caminhão Fora de Estrada,Falha no sistema de transmissão,2022-09-16,Alta
838,032,Britador Primário,Desgaste das mandíbulas,2023-11-18,Baixa
839,036,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2019-10-22,Baixa
840,127,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2023-10-08,Baixa
841,093,Escavadeira Hidráulica,Falha no sistema de rotação,2020-02-27,Alta
842,120,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-07-22,Baixa
843,023,Britador Primário,Bloqueio por material,2024-11-22,Média
844,080,Perfuratriz,Quebra do motor de perfuração,2021-10-15,Crítica
845,123,Carregadeira,Danos na caçamba de carga,2024-07-22,Crítica
846,105,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2020-01-10,Baixa
847,033,Escavadeira Hidráulica,Falha no sistema de rotação,2022-04-07,Alta
848,019,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2020-10-01,Crítica
849,120,Escavadeira Hidráulica,Falha no sistema de rotação,2024-09-03,Alta
850,033,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-11-28,Baixa
851,034,Carregadeira,Danos na caçamba de carga,2017-07-17,Crítica
852,129,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2017-11-28,Baixa
853,032,Britador Primário,Desgaste das mandíbulas,2022-04-23,Baixa
854,078,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-06-09,Alta
855,042,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-09-03,Média
856,058,Escavadeira Hidráulica,Falha no sistema de rotação,2023-02-11,Alta
857,133,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-09-16,Média
858,021,Escavadeira Hidráulica,Falha no sistema de rotação,2022-08-20,Alta
859,051,Perfuratriz,Vazamento de combustível,2020-08-20,Média
860,033,Escavadeira Hidráulica,Falha no sistema de rotação,2023-05-01,Alta
861,137,Britador Primário,Bloqueio por material,2022-04-16,Média
862,129,Caminhão Fora de Estrada,Falha no sistema de transmissão,2023-09-05,Alta
863,149,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2020-09-12,Baixa
864,044,Escavadeira Hidráulica,Falha no sistema de rotação,2022-05-09,Alta
865,145,Carregadeira,Desgaste dos pneus,2019-11-13,Baixa
866,008,Carregadeira,Desgaste dos pneus,2024-10-18,Baixa
867,012,Carregadeira,Superaquecimento do motor,2018-11-29,Alta
868,054,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2020-12-19,Crítica
869,008,Carregadeira,Danos na caçamba de carga,2024-06-02,Crítica
870,140,Britador Primário,Falha no motor elétrico,2024-11-07,Alta
871,078,Caminhão Fora de Estrada,Quebra do eixo traseiro,2017-03-18,Crítica
872,063,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2023-03-22,Crítica
873,077,Caminhão Fora de Estrada,Quebra do eixo traseiro,2021-12-26,Crítica
874,019,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-06-13,Média
875,041,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-09-15,Crítica
876,107,Caminhão Fora de Estrada,Quebra do eixo traseiro,2023-08-01,Crítica
877,119,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2021-12-29,Baixa
878,088,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-04-18,Baixa
879,081,Escavadeira Hidráulica,Falha no sistema de rotação,2023-04-28,Alta
880,089,Caminhão Fora de Estrada,Quebra do eixo traseiro,2023-08-19,Crítica
881,034,Carregadeira,Superaquecimento do motor,2021-04-03,Alta
882,132,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-02-03,Média
883,082,Caminhão Fora de Estrada,Falha no sistema de transmissão,2023-01-22,Alta
884,120,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-09-23,Média
885,069,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-12-28,Crítica
886,064,Carregadeira,Falha no sistema hidráulico,2021-09-17,Média
887,025,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2018-01-26,Baixa
888,075,Perfuratriz,Quebra do motor de perfuração,2024-11-23,Crítica
889,108,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2019-08-15,Baixa
890,041,Escavadeira Hidráulica,Falha no sistema de rotação,2024-12-23,Alta
891,148,Escavadeira Hidráulica,Falha no sistema de rotação,2019-02-23,Alta
892,049,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-11-07,Baixa
893,128,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2023-04-02,Crítica
894,128,Escavadeira Hidráulica,Falha no sistema de rotação,2022-12-26,Alta
895,128,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2023-05-27,Média
896,024,Caminhão Fora de Estrada,Quebra do eixo traseiro,2023-12-07,Crítica
897,130,Perfuratriz,Quebra do motor de perfuração,2022-10-30,Crítica
898,062,Perfuratriz,Falha no compressor de ar,2020-11-01,Alta
899,150,Escavadeira Hidráulica,Falha no sistema de rotação,2023-07-13,Alta
900,013,Perfuratriz,Desgaste da broca,2021-06-18,Baixa
901,073,Carregadeira,Danos na caçamba de carga,2023-01-09,Crítica
902,121,Escavadeira Hidráulica,Falha no sistema de rotação,2023-02-23,Alta
903,138,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2024-10-22,Baixa
904,028,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2021-05-04,Crítica
905,035,Carregadeira,Superaquecimento do motor,2024-01-24,Alta
906,094,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-11-23,Crítica
907,094,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2018-02-08,Média
908,103,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2021-06-09,Baixa
909,146,Carregadeira,Falha no sistema hidráulico,2023-02-22,Média
910,093,Escavadeira Hidráulica,Falha no sistema de rotação,2022-11-22,Alta
911,019,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-06-24,Crítica
912,130,Perfuratriz,Quebra do motor de perfuração,2024-10-02,Crítica
913,141,Escavadeira Hidráulica,Falha no sistema de rotação,2023-08-06,Alta
914,031,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-02-26,Baixa
915,025,Caminhão Fora de Estrada,Quebra do eixo traseiro,2022-01-28,Crítica
916,096,Carregadeira,Superaquecimento do motor,2024-12-26,Alta
917,143,Carregadeira,Superaquecimento do motor,2024-10-14,Alta
918,037,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2021-06-02,Baixa
919,131,Caminhão Fora de Estrada,Quebra do eixo traseiro,2017-03-09,Crítica
920,129,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2020-05-20,Baixa
921,012,Carregadeira,Desgaste dos pneus,2016-10-07,Baixa
922,036,Escavadeira Hidráulica,Falha no sistema de rotação,2020-06-21,Alta
923,122,Carregadeira,Danos na caçamba de carga,2020-11-28,Crítica
924,039,Britador Primário,Desgaste das mandíbulas,2023-11-25,Baixa
925,084,Carregadeira,Superaquecimento do motor,2021-12-26,Alta
926,042,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-04-04,Crítica
927,077,Caminhão Fora de Estrada,Vazamento de óleo do motor,2022-01-24,Média
928,130,Perfuratriz,Quebra do motor de perfuração,2023-04-08,Crítica
929,145,Carregadeira,Superaquecimento do motor,2022-05-15,Alta
930,122,Carregadeira,Desgaste dos pneus,2021-03-23,Baixa
931,095,Caminhão Fora de Estrada,Vazamento de óleo do motor,2019-09-01,Média
932,029,Carregadeira,Danos na caçamba de carga,2020-10-12,Crítica
933,150,Escavadeira Hidráulica,Falha no sistema de rotação,2023-05-18,Alta
934,007,Carregadeira,Danos na caçamba de carga,2018-01-16,Crítica
935,068,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2020-06-30,Baixa
936,014,Caminhão Fora de Estrada,Quebra do eixo traseiro,2020-02-13,Crítica
937,044,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2022-02-16,Crítica
938,038,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-03-23,Baixa
939,009,Perfuratriz,Desgaste da broca,2020-04-25,Baixa
940,049,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-11-29,Média
941,113,Perfuratriz,Vazamento de combustível,2024-05-22,Média
942,108,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-02-27,Baixa
943,106,Perfuratriz,Falha no compressor de ar,2024-04-09,Alta
944,106,Perfuratriz,Quebra do motor de perfuração,2023-11-02,Crítica
945,016,Perfuratriz,Falha no compressor de ar,2024-02-17,Alta
946,133,Caminhão Fora de Estrada,Falha no sistema de transmissão,2023-12-07,Alta
947,144,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-09-11,Média
948,123,Carregadeira,Danos na caçamba de carga,2024-09-19,Crítica
949,081,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-09-13,Baixa
950,118,Perfuratriz,Vazamento de combustível,2024-02-18,Média
951,140,Britador Primário,Falha no motor elétrico,2022-11-30,Alta
952,068,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2020-06-26,Crítica
953,050,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2023-06-30,Baixa
954,072,Carregadeira,Superaquecimento do motor,2023-04-06,Alta
955,058,Escavadeira Hidráulica,Falha no sistema de rotação,2023-08-09,Alta
956,074,Perfuratriz,Falha no compressor de ar,2021-01-09,Alta
957,126,Escavadeira Hidráulica,Falha no sistema de rotação,2021-12-06,Alta
958,123,Carregadeira,Superaquecimento do motor,2024-10-01,Alta
959,144,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-03-08,Média
960,074,Perfuratriz,Desgaste da broca,2021-01-17,Baixa
961,147,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-09-17,Crítica
962,102,Perfuratriz,Vazamento de combustível,2024-06-13,Média
963,038,Escavadeira Hidráulica,Falha no sistema de rotação,2023-12-01,Alta
964,011,Caminhão Fora de Estrada,Vazamento de óleo do motor,2021-04-13,Média
965,021,Escavadeira Hidráulica,Falha no sistema de rotação,2024-07-13,Alta
966,114,Caminhão Fora de Estrada,Vazamento de óleo do motor,2016-10-11,Média
967,123,Carregadeira,Falha no sistema hidráulico,2024-03-01,Média
968,052,Britador Primário,Falha no motor elétrico,2017-02-27,Alta
969,144,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-01-26,Média
970,036,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-09-17,Média
971,062,Perfuratriz,Falha no compressor de ar,2023-03-22,Alta
972,013,Perfuratriz,Falha no compressor de ar,2023-02-25,Alta
973,060,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2023-11-03,Baixa
974,026,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2023-04-03,Crítica
975,085,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2020-05-19,Crítica
976,026,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-03-28,Baixa
977,002,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-07-06,Baixa
978,105,Caminhão Fora de Estrada,Quebra do eixo traseiro,2022-08-11,Crítica
979,123,Carregadeira,Falha no sistema hidráulico,2024-10-24,Média
980,074,Perfuratriz,Vazamento de combustível,2019-11-07,Média
981,074,Perfuratriz,Desgaste da broca,2023-10-30,Baixa
982,023,Britador Primário,Desgaste das mandíbulas,2024-12-17,Baixa
983,137,Britador Primário,Bloqueio por material,2022-07-16,Média
984,045,Caminhão Fora de Estrada,Quebra do eixo traseiro,2021-06-24,Crítica
985,046,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-11-26,Média
986,102,Perfuratriz,Quebra do motor de perfuração,2022-11-01,Crítica
987,048,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-07-29,Média
988,010,Perfuratriz,Desgaste da broca,2023-11-26,Baixa
989,077,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2023-01-18,Baixa
990,086,Caminhão Fora de Estrada,Vazamento de óleo do motor,2024-11-21,Média
991,117,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2023-02-12,Crítica
992,035,Carregadeira,Danos na caçamba de carga,2024-05-22,Crítica
993,070,Carregadeira,Falha no sistema hidráulico,2019-09-04,Média
994,029,Carregadeira,Superaquecimento do motor,2021-01-26,Alta
995,042,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-08-03,Crítica
996,066,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2023-01-28,Baixa
997,004,Escavadeira Hidráulica,Falha no sistema de rotação,2023-04-14,Alta
998,076,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-09-07,Baixa
999,045,Caminhão Fora de Estrada,Quebra do eixo traseiro,2019-10-23,Crítica
1000,110,Perfuratriz,Vazamento de combustível,2019-10-04,Média
1001,023,Britador Primário,Rompimento de correias,2023-04-03,Crítica
1002,025,Caminhão Fora de Estrada,Falha no sistema de transmissão,2020-06-05,Alta
1003,036,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2023-12-21,Crítica
1004,083,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2022-04-09,Baixa
1005,002,Escavadeira Hidráulica,Falha no sistema de rotação,2021-04-20,Alta
1006,099,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-12-20,Baixa
1007,115,Caminhão Fora de Estrada,Vazamento de óleo do motor,2022-02-06,Média
1008,085,Escavadeira Hidráulica,Falha no sistema de rotação,2021-09-28,Alta
1009,150,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2023-05-13,Média
1010,067,Escavadeira Hidráulica,Falha no sistema de rotação,2018-01-07,Alta
1011,061,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2022-07-24,Média
1012,031,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2020-09-19,Crítica
1013,079,Carregadeira,Falha no sistema hidráulico,2022-11-12,Média
1014,104,Escavadeira Hidráulica,Falha no sistema de rotação,2019-10-09,Alta
1015,031,Escavadeira Hidráulica,Falha no sistema de rotação,2020-12-08,Alta
1016,095,Caminhão Fora de Estrada,Falha no sistema de transmissão,2023-01-07,Alta
1017,057,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2018-10-29,Baixa
1018,123,Carregadeira,Falha no sistema hidráulico,2024-04-13,Média
1019,117,Escavadeira Hidráulica,Falha no sistema de rotação,2023-03-03,Alta
1020,107,Caminhão Fora de Estrada,Quebra do eixo traseiro,2023-07-03,Crítica
1021,138,Caminhão Fora de Estrada,Falha no sistema de transmissão,2024-04-02,Alta
1022,064,Carregadeira,Desgaste dos pneus,2022-09-04,Baixa
1023,135,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2024-12-10,Crítica
1024,136,Caminhão Fora de Estrada,Vazamento de óleo do motor,2020-05-14,Média
1025,020,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2024-07-14,Média
1026,016,Perfuratriz,Falha no compressor de ar,2023-12-09,Alta
1027,147,Escavadeira Hidráulica,Desgaste dos dentes da caçamba,2024-01-04,Baixa
1028,043,Caminhão Fora de Estrada,Vazamento de óleo do motor,2022-01-13,Média
1029,134,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-03-04,Crítica
1030,030,Perfuratriz,Falha no compressor de ar,2020-04-21,Alta
1031,150,Escavadeira Hidráulica,Quebra do cilindro hidráulico,2021-12-24,Crítica
1032,024,Caminhão Fora de Estrada,Quebra do eixo traseiro,2021-02-01,Crítica
1033,015,Carregadeira,Danos na caçamba de carga,2023-03-13,Crítica
1034,034,Carregadeira,Danos na caçamba de carga,2020-12-15,Crítica
1035,117,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2023-12-15,Média
1036,144,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-07-20,Crítica
1037,079,Carregadeira,Desgaste dos pneus,2021-07-09,Baixa
1038,102,Perfuratriz,Vazamento de combustível,2023-11-28,Média
1039,001,Perfuratriz,Falha no compressor de ar,2017-02-02,Alta
1040,149,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2017-09-01,Média
1041,012,Carregadeira,Danos na caçamba de carga,2022-03-13,Crítica
1042,089,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2024-07-26,Baixa
1043,139,Escavadeira Hidráulica,Vazamento de óleo hidráulico,2022-04-09,Média
1044,018,Caminhão Fora de Estrada,Quebra do eixo traseiro,2024-09-03,Crítica
1045,009,Perfuratriz,Vazamento de combustível,2020-02-20,Média
1046,105,Caminhão Fora de Estrada,Falha no sistema de transmissão,2022-04-25,Alta
1047,035,Carregadeira,Danos na caçamba de carga,2022-12-18,Crítica
1048,096,Carregadeira,Danos na caçamba de carga,2024-07-29,Crítica
1049,115,Caminhão Fora de Estrada,Quebra do eixo traseiro,2021-10-04,Crítica
1050,097,Caminhão Fora de Estrada,Desgaste das pastilhas de freio,2024-06-20,Baixa
